WHOREGION,ITZ,COUNTRY/AREA/TERRITORY,COUNTRY_CODE,ORIGIN_SOURCE,ISO_YEAR,ISO_WEEK,ISO_SDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BVIC,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY
WPR,FLU_OCE_MEL_POL,Fiji,FJI,NOTDEFINED,2022,30,2022-07-25T03:00:00.000Z,150,26,,,0,,,0,,,,,0,26,2
WPR,FLU_OCE_MEL_POL,Fiji,FJI,NOTDEFINED,2022,31,2022-08-01T03:00:00.000Z,150,18,,,0,,,0,,,,,0,18,2
WPR,FLU_OCE_MEL_POL,Fiji,FJI,NOTDEFINED,2022,32,2022-08-08T03:00:00.000Z,150,29,,,0,,,0,,,,,0,29,2
WPR,FLU_OCE_MEL_POL,Fiji,FJI,NOTDEFINED,2022,33,2022-08-15T03:00:00.000Z,150,32,,,0,,,0,,,,,0,32,2
WPR,FLU_OCE_MEL_POL,Fiji,FJI,NOTDEFINED,2022,34,2022-08-22T03:00:00.000Z,150,15,,,0,,,0,,,,,0,15,2
WPR,FLU_OCE_MEL_POL,Fiji,FJI,NOTDEFINED,2022,35,2022-08-29T03:00:00.000Z,150,21,,,0,,,0,,,,,0,15,2
WPR,FLU_OCE_MEL_POL,Fiji,FJI,NOTDEFINED,2022,36,2022-09-05T03:00:00.000Z,150,11,,,0,,,0,,,,,0,11,2
WPR,FLU_OCE_MEL_POL,Fiji,FJI,NOTDEFINED,2022,37,2022-09-12T03:00:00.000Z,150,32,,,0,,,0,,,,,0,22,2
WPR,FLU_OCE_MEL_POL,Fiji,FJI,NOTDEFINED,2022,39,2022-09-26T03:00:00.000Z,150,22,,,0,,,0,,,,,0,22,2
WPR,FLU_OCE_MEL_POL,Fiji,FJI,NOTDEFINED,2022,44,2022-10-31T03:00:00.000Z,150,40,,,,,,,,,,,,40,2
WPR,FLU_OCE_MEL_POL,Fiji,FJI,NOTDEFINED,2022,47,2022-11-21T03:00:00.000Z,150,61,,,,,,,,,,,,61,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,39,2021-09-27T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,342,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,40,2021-10-04T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,453,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,41,2021-10-11T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,205,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,42,2021-10-18T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,145,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,43,2021-10-25T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,80,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,44,2021-11-01T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,98,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,45,2021-11-08T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,204,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,46,2021-11-15T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,160,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,47,2021-11-22T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,63,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,48,2021-11-29T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,164,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,49,2021-12-06T03:00:00.000Z,,,0,0,1,0,0,1,0,0,0,0,1,110,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,50,2021-12-13T03:00:00.000Z,,,0,0,2,0,0,2,0,0,0,0,2,353,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,51,2021-12-20T03:00:00.000Z,,,0,0,1,0,0,1,0,0,0,0,1,1085,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2021,52,2021-12-27T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,412,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,1,2022-01-03T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,398,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,2,2022-01-10T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,1988,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,3,2022-01-17T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,3156,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,4,2022-01-24T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,3487,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,5,2022-01-31T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,1780,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,6,2022-02-07T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,3233,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,7,2022-02-14T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,2412,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,8,2022-02-21T03:00:00.000Z,,,0,1,0,0,0,1,0,0,0,0,1,2615,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,9,2022-02-28T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,2438,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,10,2022-03-07T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,1518,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,11,2022-03-14T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,1746,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,12,2022-03-21T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,1234,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,13,2022-03-28T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,1945,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,14,2022-04-04T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,1582,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,15,2022-04-11T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,1038,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,16,2022-04-18T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,833,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,17,2022-04-25T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,993,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,18,2022-05-02T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,414,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,19,2022-05-09T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,433,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,20,2022-05-16T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,540,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,21,2022-05-23T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,292,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,22,2022-05-30T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,220,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,23,2022-06-06T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,217,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,24,2022-06-13T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,136,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,25,2022-06-20T03:00:00.000Z,,,0,0,1,0,0,1,0,0,0,0,1,371,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,26,2022-06-27T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,640,2
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,27,2022-07-04T03:00:00.000Z,,,0,0,16,0,0,16,0,0,0,0,16,833,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,28,2022-07-11T03:00:00.000Z,,,0,0,1,0,0,1,0,0,0,0,1,1003,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,29,2022-07-18T03:00:00.000Z,,,0,0,2,0,0,2,0,0,0,0,2,1397,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,30,2022-07-25T03:00:00.000Z,,,0,0,5,0,0,5,0,0,0,0,5,1518,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,31,2022-08-01T03:00:00.000Z,,,0,0,2,0,0,2,0,0,0,0,2,64,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,32,2022-08-08T03:00:00.000Z,,,0,0,1,0,0,1,0,0,0,0,1,19,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,33,2022-08-15T03:00:00.000Z,,,0,0,10,0,0,10,0,0,0,0,10,80,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,34,2022-08-22T03:00:00.000Z,,,0,1,0,0,0,1,0,0,0,0,1,372,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,35,2022-08-29T03:00:00.000Z,,,0,0,3,0,0,3,0,0,0,0,3,42,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,36,2022-09-05T03:00:00.000Z,,,0,0,3,0,0,3,0,0,0,0,3,450,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,37,2022-09-12T03:00:00.000Z,,,0,0,1,0,0,1,0,0,0,0,1,21,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,38,2022-09-19T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,8,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,39,2022-09-26T03:00:00.000Z,,,0,0,1,0,0,1,0,0,0,0,1,94,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,40,2022-10-03T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,5,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,41,2022-10-10T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,9,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,42,2022-10-17T03:00:00.000Z,,,0,0,0,0,0,0,0,0,0,0,0,4,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,43,2022-10-24T03:00:00.000Z,,,0,0,3,0,0,3,0,0,0,0,3,65,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,44,2022-10-31T03:00:00.000Z,,,0,0,1,0,0,1,0,0,0,0,1,33,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,45,2022-11-07T03:00:00.000Z,,,0,0,1,0,0,1,0,0,0,0,1,3,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,46,2022-11-14T03:00:00.000Z,,,0,0,1,0,1,2,0,0,0,0,2,14,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,47,2022-11-21T03:00:00.000Z,,,0,0,3,0,0,3,0,0,0,0,3,7,3
WPR,FLU_EST_ASIA,Japan,JPN,NOTDEFINED,2022,48,2022-11-28T03:00:00.000Z,,,0,0,1,0,0,1,0,0,0,0,1,5,3
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,39,2021-09-27T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,40,2021-10-04T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,41,2021-10-11T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,42,2021-10-18T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,43,2021-10-25T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,44,2021-11-01T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,45,2021-11-08T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,46,2021-11-15T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,47,2021-11-22T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,48,2021-11-29T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,49,2021-12-06T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,50,2021-12-13T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,51,2021-12-20T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2021,52,2021-12-27T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,1,2022-01-03T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,2,2022-01-10T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,3,2022-01-17T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,4,2022-01-24T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,5,2022-01-31T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,6,2022-02-07T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,7,2022-02-14T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,8,2022-02-21T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,9,2022-02-28T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,10,2022-03-07T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,11,2022-03-14T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,12,2022-03-21T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,13,2022-03-28T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,14,2022-04-04T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,15,2022-04-11T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,16,2022-04-18T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,17,2022-04-25T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,18,2022-05-02T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,19,2022-05-09T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,20,2022-05-16T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,21,2022-05-23T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,22,2022-05-30T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,23,2022-06-06T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,24,2022-06-13T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,25,2022-06-20T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,26,2022-06-27T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,27,2022-07-04T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,28,2022-07-11T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,29,2022-07-18T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,30,2022-07-25T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,31,2022-08-01T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,32,2022-08-08T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,33,2022-08-15T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,34,2022-08-22T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,35,2022-08-29T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,36,2022-09-05T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,37,2022-09-12T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,38,2022-09-19T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,39,2022-09-26T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,40,2022-10-03T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,41,2022-10-10T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,42,2022-10-17T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,43,2022-10-24T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,44,2022-10-31T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,45,2022-11-07T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,46,2022-11-14T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,47,2022-11-21T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,NONSENTINEL,2022,48,2022-11-28T03:00:00.000Z,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,39,2021-09-27T03:00:00.000Z,21,21,,0,0,0,0,0,0,0,0,0,0,21,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,40,2021-10-04T03:00:00.000Z,48,48,,0,0,0,0,0,0,0,0,0,0,48,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,41,2021-10-11T03:00:00.000Z,39,39,,0,0,0,0,0,0,0,0,0,0,39,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,42,2021-10-18T03:00:00.000Z,30,30,,0,0,0,0,0,0,0,0,0,0,30,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,43,2021-10-25T03:00:00.000Z,31,31,,0,0,0,0,0,0,0,0,0,0,31,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,44,2021-11-01T03:00:00.000Z,36,36,,0,0,0,0,0,0,0,0,0,0,36,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,45,2021-11-08T03:00:00.000Z,48,48,,0,0,0,0,0,0,0,0,0,0,48,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,46,2021-11-15T03:00:00.000Z,51,51,,0,0,0,0,0,0,0,0,0,0,51,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,47,2021-11-22T03:00:00.000Z,25,25,,0,0,0,0,0,0,0,0,0,0,25,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,48,2021-11-29T03:00:00.000Z,27,27,,0,0,0,0,0,0,0,0,0,0,27,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,49,2021-12-06T03:00:00.000Z,13,13,,0,0,0,0,0,0,0,0,0,0,13,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,50,2021-12-13T03:00:00.000Z,25,25,,0,0,0,0,0,0,0,0,0,0,25,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,51,2021-12-20T03:00:00.000Z,28,28,,0,0,0,0,0,0,0,0,0,0,28,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2021,52,2021-12-27T03:00:00.000Z,28,28,,0,0,0,0,0,0,0,0,0,0,28,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,1,2022-01-03T03:00:00.000Z,46,46,,0,0,0,0,0,0,0,0,0,0,46,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,2,2022-01-10T03:00:00.000Z,20,20,,0,0,0,0,0,0,0,0,0,0,20,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,3,2022-01-17T03:00:00.000Z,31,31,,0,0,0,0,0,0,0,0,0,0,31,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,4,2022-01-24T03:00:00.000Z,34,34,,0,0,0,0,0,0,0,0,0,0,34,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,5,2022-01-31T03:00:00.000Z,67,67,,0,0,0,0,0,0,0,0,0,0,67,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,6,2022-02-07T03:00:00.000Z,54,54,,0,0,0,0,0,0,0,0,0,0,54,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,7,2022-02-14T03:00:00.000Z,62,62,,0,0,0,0,0,0,0,0,0,0,62,1
